0,1,2,3,4,5,6
3606,"Um local calmo, com uma vista espetacular para o castelo de monsaraz.Os quarto estao muito bem limpos e acolhedores com tudo o que e preciso para se estar bem. Tem duas piscinas.E um local otimo para relaxar!!!!!!",3,positive,atencao,setembro,2019
3607,"Estamos muito satisfeitos com a estadia. Fomos muito bem recebidos e o sitio e fantastico, ambiente tranquilo e condicoes optimas. O staff era extremamente simpatico, prestavel e disponivel. Voltaremos, com certeza! Muito gratos por tudo.",3,positive,precisam ser reparados,setembro,2019
3608,"Ja aqui viemos umas 5 vezes, nos ultimos anos. E um refugio que nos faz bem... O espaco, quase monastico, da piscina conduz-nos a um lugar de paz, dentro de nos proprios. Os sons dos diversos caudais de agua, sempre renovando o tempo que passa devagar, sao o fundo perfeito, bordado pelo canto dos passaros, para uma leitura relaxada. Desta vez, os jardins estavam melhor do que nunca. As plantas selvagens , as trepadeiras contornando as esquinas, os apontamentos arquitectonicos, decorativos, o conforto da casa, o cuidado e qualidade do pequeno almoco. Obrigada, Mark, ( obrigada, tambem, D.Rosette). Sentimo-nos sempre tao bem vindos....",3,positive,rasgadas e banheiras,setembro,2019
3609,"Descobrir este hotel rural foi um acaso... mas no final acabou por ser uma agradavel surpresa. A simpatia do dono e inequivoca e que o torna um optimo anfitriao, fez questao de nos mostrar toda a propriedade e de explicar muita da recuperacao que fez e que esta a fazer no local. A vista que se tem para o Castelo de Monseraz e de cortar a respiracao especialmente se for a noite, Apesar de nesta epoca do ano estar frio, a piscina convida a um mergulho, mas claro que nao nos atrevemos a tal. O hotel e acolhedor e cheio de recantos romanticos, precisamente o que procuravamos neste dia dos namorados. O unico senao foi a agua estar mais fria que quente nos duches matinais, mas acredito que foi obra de um acaso ja que a noite estava bem quentinha. Ah... e acordar com os passarinhos a",3,positive,banheiras sem tampao,setembro,2019
3610,"Foi um fim-de-semana inesquecivel! A casa, os jardins, a piscina, a natureza, os animais! Tudo! O pequeno-almoco numa sala acolhedora, o pao quentinho, a simpatia das funcionarias! A confianca e dedicacao com que fomos recebidos! Foi tudo perfeito e so foi pena termos de regressar tao cedo. E um pequeno tesouro alentejano que merece ser partilhado e acarinhado! Recomendo!",3,positive,copos,agosto,2019
3611,"Excelente, relaxante, com pequeno almoco com produtos regionais e caseiros, reconstrucao de casas de monte fenomenal!!! Simpatia, excelente atendimento!!! Pomar grande com diversos recantos para descansar e com uma vista soberba de Monsaraz.",3,positive,piscina,agosto,2019
3612,"Adoramos os jardins refrescantes e verdes comuns e os pertencentes a cada quarto/casa. Os maravilhosos recantos dos jardins, a piscina no velho lagar tao aprazivel, o barulho dos passaros, da agua a correr e do vento nas arvores. A decoracao rustica e minimalista das casas e quartos verdadeiramente encantadores. As noites estreladas. A regressar com toda a certeza.",3,positive,qualquer,agosto,2019
3613,"Ja tinhamos estado no Monte Saraz ha uns 6 anos e logo nessa altura prometemos regressar. E um autentico oasis no torrido Alentejo - os jardins verdejantes e com mil cheiros, a frescura e o sossego das casas, as duas piscinas que fazem as delicias dos pequenos (e dos graudos), os recantos para ler um livro ou dormir uma bela sesta. E ainda ha os agradaveis pequenos-almocos com vista para o castelo de Monsaraz e a simpatia do Marc, da Rosete e agora tambem do pequeno Stephano :) Foram 3 dias fantasticos! Saimos com a alma cheia e as baterias recarregadas. Havemos de regressar.",3,positive,tinham,julho,2019
3614,"O Monte Saraz e, para nos, um refugio de tranquilidade.Os seus coloridos jardins, as suas refrescantes fontes, o seu ceu incrivelmente estrelado, o silencio a noite acompanhado pelo canto de grilos e ras, tudo se conjuga para criar um ambiente de paz absoluta. A sua localizacao e fantastica, no sope de Monsaraz, uma vila maravilhosa, com um ambiente magico, e nas margens do Alqueva, que tem uma imensa quantidade de atividades para oferecer. As casas do Monte Saraz sao muito acolhedoras e fieis a tradicao arquitetonica portuguesa, sempre muito limpas e agradaveis, e o dono, Marc, e de uma simpatia cativante.",3,positive,varios chapeus,julho,2019
3615,"Passei aqui uma um fim de semana com o meu marido e adorei. Gostei muito da casa, que considero ter tido um  plano de recuperacao excelente. Adorei a serenidade que o local nos transmite, quer pelos seus belos jardins, quer pelo som da agua das fontes. Achei interessante o fato que  cada quarto tem o seu proprio jardim privativo, o que permite ter privacidade a quem o assim desejar. O dono e muito simpatico e recebeu-nos muito bem. A casa fica localizada muito perto de Monsarraz e do Centro Nautico do Alqueva, alem do outras localidades (S. Pedro do Corval, Reguengos, etc), o que permite dar uns passeios agradaveis sem ter de percorrer muitos kilometros de automovel. Em resumo acho um excelente lugar para passar um fim de semana romantico ou em familia ou para passar umas",3,positive,reparados,julho,2019
3616,"Monte Saraz ......Na minha memoria tinha ficado uma imagem poetica do Monte e de alguem que tinha sabido ler e sentir um  envolvimento na paisagem de um Alentejo quente e profundo. E voltei. E o maravilhoso Monte Saraz espera por nos ainda  com a mesma calma, as flores de tanta cor e o som da agua que corre, transportando -nos para um ambiente de frescura neste Alentejo quente.   E Marc  recebe nos com  imensa simpatia. Sentimo-nos em casa, olhando a paisagem , nas conversas de fim de tarde.  A noite anuncia-se em Monsaraz.  Obrigada  Marc  Obrigada  Rosette",3,positive,chapeus de sol,junho,2019
3617,"O Castelo de Monsaraz, descreve a historia de Portugal, esta muito bem conservado, magnificas paisagens sobre o Alqueva. Gostei muito. O monte do saraz e uma viagem ao imaginario, pela construcao, pela decoracao, aos seus proprietarios, e colaboradores.",3,positive,sol estao,junho,2019
3618,"Numa zona calma no meio de Alentejo, Portugal, esta esse monte com ar limpo, quartos grandes, uma excelente vista de Monsaraz e da qualidade de vida pura. Ideal para recarregar as baterias. E calmo, amigavel e indicado para desfrutar de boa musica e um bom livro.",3,positive,estao em mau,junho,2019
3619,"Local tranquilo, bom para descanso. Grande simpatia da caseira, ao contrario do proprietario que nao foi propriamente simpatico. A segunda noite de sono foi pessima pois alguem havia levado um cao que nao parou de ladrar. Fomos recebidos com uma garrafa de vinho, um queijo e algumas tostas (impossiveis de comer pelo sabor a velho). Quanto ao pequeno almoco, o pao era optimo. No primeiro dia tivemos direito a sumo de laranja natural, no segundo dia veio misturado com sumo do Lidl... mau! O quarto era acolhedor e bem climatizado, apesar de algum po.",3,negative,mau estado,junho,2019
3620,"Meu marido, tive a oportunidade de permanecer no Monte Saraz na nossa recente viagem a Portugal. Este lugar e joia. Um lugar maravilhoso para relaxar e a respiracao. O proprietario nao poderia ser melhor ou mais util, o cenario e inigualavel, e os quartos sao amplos, limpos e acessiveis. Uma otima piscina e lindos jardins. Nao perca por-do-sol a partir do patio onde voce pode olhar para cima em Monsaraz incrivel. O Pequeno-almoco tambem e excelente, enchimento e cheio de toques caseiros.",3,positive,estado de conservacao,junho,2019
3621,"Minha familia e I se hospedaram no Monte Saraz em Junho de 2014. Monte Saraz e um desses lugares especiais raros que voce sentir-se imediatamente em casa. Mark fez um trabalho fantastico de restaurar uma antiga casa de fazenda e fazer dela um refugio magico e primoroso. O quarto em que ficamos, com cozinha e casa de banho privada, era muito confortavel, com belas vistas de Monsaraz a distancia. Os jardins tambem sao bonitos e espalhar-se, de modo que voce pode encontrar o seu proprio espaco para estar sozinho e se descontrair ou junte-se aos outros hospedes costumam relaxar perto das piscinas.  Outra caracteristica muito agradavel do Monte Saraz e que ela possui sua propria fonte. Isto permitiu Marca para criar algumas belas fontes (e encher as piscinas).  O som suave de agua",3,positive,Recomendo este hotel,maio,2019
3622,"Inicialmente pensei que 13 noites seria demasiado longo para passar neste retiro rural mas o charme, sossego e tranquilidade de Monte Saraz realizada no seu feitico e nao quer sair. Muitos lugares interessantes para visitar e o proximo ao lago para nadar permitiu-nos ao trabalho de quaisquer excessos. Martin D",3,positive,acusticamente irrepreensivel,maio,2019
3623,"Muito bom retiro campestre perto de atracoes da regiao. maravilhoso pequeno-almoco com iguarias locais. experiente util proprietario, governanta, tinha um soltado cottage, muito confortavel e exclusivo. o nosso apenas concluir foi a infima tv no nosso quarto, apenas o canal disponivel tinha nada mas novelas. mas vale a pena. pedir proprietario marc sobre excursoes locais.",3,positive,quarenta graus centigrados,maio,2019
3624,"Passamos duas noites em marco de se hospedar no este B&B. muito bonito num ambiente, adoravel rural local. Alojamento e muito pacifica e sons da natureza ao sono (sapos!) e por incrivel bird song por dia. Um delicioso pequeno-almoco todas as manhas, suco de laranja fresco, compotas caseiras etc e muito acolhedora Portugues governanta. O proprietario deu-nos algumas excelentes sugestoes para restaurantes e, posteriormente tinha alguns fantasticos refeicoes. So posso comentar foi que a little cabin, ficamos no cheiro de umidade; talvez devido ao facto de que ela nao tinha sido ocupado durante o Inverno e que fomos um dos primeiros hospedes de permanecer este ano, que foi tambem muito chuvoso, fomos la que provavelmente nao ajuda. A cama era tambem um pouco desconfortavel. Ao longo",3,positive,estao quarenta graus,abril,2019
3625,"No entanto, ficamos a apenas as pessoas se hospedar aqui, nos tivemos um agradavel tempo e que iria adorar a voltar quando ele e um pouco mais quente para relaxar na piscina! Adoravel equipe e Marc e uma riqueza de conhecimento e tao bem viajado!",3,positive,Recomendo,fevereiro,2019
3626,"Monte Saraz e, sem duvida o melhor lugar que se hospedaram no durante a nossa ida e volta de Portugal! Bom e acolhedor para o nosso Outono estadia, e um lugar para descansar e muitas risadas se quer estar sozinho, ou com o adoravel proprietario Marc. E um dos lugares que tesouro na nossa memoria. Fantastico lugares para comer nas proximidades de Monsaraz tambem.",3,positive,hotel,agosto,2018
3627,"A quinta remodelada e pouco villas estao bonito e sereno, e o nosso du terribly forno era doce e bonito como bem. O delicioso pequeno-almoco sempre incluida pao quente e delicias frescas, e ainda para desfrutar de algumas doces figos directamente a partir da as arvores ao redor, o que fez para bebes sao mais feliz, a piscina apenas pela casa central e o mais belo, chegamos em frente. Apenas a localizacao perfeita para desfrutar de ferias mais tranquila.",3,positive,acusticamente,setembro,2018
3628,"Monte Si12 um velho mundo villa intocada aninhado entre olivais, vinhas e arvores de frutas citricas. Uma vista surrealista do topo vila medieval de Monsaraz aperfeicoa a definicao. O jardim e de tirar o folego e a casa foi actualizado com comodidades modernas. E verdadeiramente um belo local para passar umas ferias.",3,positive,agradavel,agosto,2018
3629,O encantador hotel boutique de Marc e um pouco do paraiso. E uma propriedade surpreendentemente renovada agricolas que nao poderia ser mais encantadoras. O interior decorado com bom gosto dos apartamentos juntamente com o incrivel ao redor oferece uma atmosfera romantica e relaxante. Situado na bela paisagem do Alentejo os charmosos edificios que formam a break sao rodeado por laranjeiras e a fim de dar arrefecer e sombra acolhedor no calor do verao da zona rural de Portugal. O rico pequeno-almoco foi delicioso e em combinacao com a maravilhosa vista sobre a maravilhosa pequena aldeia de Monsaraz um verdadeiro mimo. Marc foi um anfitriao maravilhoso quem sempre foi discretamente util e tem uma grande conselhos sobre restaurantes. Ele criou uma atmosfera maravilhosa. Lembre-se,3,positive,centro de Beja,setembro,2018
3630,"Um segredo bem tratados, um tesouro escondido, um santuario e uma bencao para o sublinhou a especialistas em solos arenosos da cidade - Monte Si12 e tudo uma pausa de fim de semana deve ser. Fragrancia de jasmim, palmeiras e laranjeiras, privada e romantico mas tambem partilhada e aberta; aldeias medievais, excelentes restaurantes, monumentos neoliticos e hipismo todos perto de mao. Desfrute-lo enquanto pode.",3,positive,graus centigrados,julho,2018
3631,"Monte Saraz e o que em minha mente uma villa romana deve se parecer como no tempos romanos, mas com todas as conveniencias modernas, especialmente underfloor aquecido. Ele maio nao Soar um grande negocio de uma boa aquecimento, mas se voce planejar a visita alentejo no inverno voce apreciara. O Monte e a base perfeita para explorar o belo Guimaraes e arredores, incluindo o vinho e cha. Nos hospedado apenas para uma noite, em um dos suites com o mezanino. A suite sao espacosos e decorados com bom gosto. A cama no mezanino um pouco pequena, porem, confortavel. O isolamento acustico na suite, se hospedaram poderia ser um pouco melhor, pois estamos ouvir vozes do outros hospedes conversas online da casa principal. Mas nao foi adornos, portanto, nao realmente um grande problema.",3,positive,irrepreensivel,junho,2018
3632,"Se voce como passaros, plantas, caminhada e um ambiente de este e o Place.  Este e o velho Portugal !!",3,positive,Localizacao relativamente proxima,maio,2018
3633,"A aproximadamente meia hora de carro a partir de Lisboa, Monte Saraz e um refugio perfeito para o fim para nos. Ele tem uma bela vista sobre a adoravel cidade de Guimaraes (http://www.cm-reguengos-monsaraz.pt) e esta proximo ao Reguengos com comodidades como supermercados e restaurantes.  Devido a mau tempo, o passado dias em nosso cottage, proximo da lareira com great regional chouricos, queijos e vinhos! O Cottage foi completamente equipada e uma grande cozinha e banheiro. O cafe-da-manha incluso na estadia fantastica e o proprietario e a equipe cordial.  Recomendaria a qualquer um quiser passar algum tempo no alentejo!",3,positive,pequeno almoco,abril,2018
3634,"Excelente para uns dias de descanso em familia. Adoramos o espaco e as pessoas, que nos acolheram com grande simpatia e sempre disponiveis para ajudar! Ate a Bolota e a Giesta contribuiram para tornar a nossa estadia mais especial",3,positive,julho,outubro,2021
3635,"Staff muito simpatico e sempre preocupado com o nosso bem estar, para quem aprecia um sitio sossegado e o lugar ideal, boas acomodacoes na casa onde tivemos, pequeno almoco muito bom e variado. A unica observacao menos positiva foi a questao da agua quente, que tendo em conta que a casa onde ficamos  tinha termoacumulador nao conseguimos tomar banho os 3 seguidos.",3,positive,sao,marco,2021
3636,"O Monte do Giestal e o sitio perfeito para ir com criancas. Facil de chegar (1h30 de Lisboa), casas com cozinha, possibilidade de encomendar refeicoes prontas nos quartos (almoco e jantar), parque infantil, trilhos para fazer com as criancas, animais  na quinta, piscina aquecida. Boa relacao qualidade-preco. Alem de todas as comodidades, todos os funcionarios sao super disponiveis e de uma simpatia extrema. Recomendo fortemente.",3,positive,Nao,junho,2020
3637,"Vivamente recomendado. Todos muito simpaticos e atenciosos. Pequeno almoco muito bom. A casa muito acolhedora. Optimo Spa. Daria 6 estrelas se fosse possivel.  Muito obrigado a todos Rui, Catia e as Marias",3,positive,hospedado neste hotel,outubro,2019
3638,"Espaco super agradavel, ideal para uns dias de puro relaxamento e/ou convivio entre amigos e familia. Funcionarias super atenciosas e preocupadas. Infelizmente o spa estava em manutencao devido ao tempo de encerramento motivado pela pandemia covid-19. Faltou apenas isso para ser uma experiencia 5estrelas.   Mas sem duvida que e para repetir!!",3,positive,Tripadvisor e Booking,outubro,2019
3639,"Fiquei 2 noites no Monte, na Casa da Azinheira e so tenho pena que tenha passado tao rapido. Um espaco super acolhedor e bem equipado, pequeno almoco ainda em buffet assistido muito saboroso com produtos de qualidade e sempre com um bolinho caseiro a nossa espera. Encomendamos os jantares num restaurante sugerido (por opcao, pois a casa esta bem equipada para quem quiser cozinhar) pela menina da rececao e nao podiamos estar mais satisfeitos quer com a qualidade quer com os valores. Em ambos os dias foi-nos entregue em casa a hora combinada. Tivemos muita sorte com o tempo o que nos permitiu ainda usufruir do espaco exterior e piscina. Spa pequenino mas bem cuidado e muito acolhedor.  Recomendo sem duvida.",3,positive,hospedado,setembro,2019
3640,"Se procura lugar perto de tudo onde pode descansar, o Monte do Giestal e o sitio ideal... Acrescentamos um atendimento 5 estrelas e estamos no sitio perfeito. Ao final do dia, o por do sol e lindo... Esperamos poder voltar!",3,positive,pedidos,fevereiro,2019
3641,"Uma optima opcao para uns dias de descanso em familia, adequado para ir com criancas. Gostamos muito do pequeno almoco, simples mas de qualidade, e apreciamos a opcao de podermos encomendar as refeicoes. O staff muito prestavel e profissional.",3,positive,hotel,setembro,2019
3642,"Equipa incrivel, simpatia e servico 5 estrelas. Servicos otimos de refeicoes em casa, um jantar divinal e o pequeno almoco na cesta a lembrar um piquenique. Herdade com uma localizacao excelente a proporcionar o silencio necessario para fazer uma pausa da correria do dia-a-dia.",3,positive,impecavel de simpatia,agosto,2019
3643,"Adoramos e certamente vamos regressar! As instalacoes sao excelentes, o Monte e lindo e todos os funcionarios sao sempre super prestaveis e simpaticos! Uma excelente escolha para relaxar e repor energias! Com criancas, como foi o nosso caso, a proximidade com os animais ainda melhora mais a experiencia!",3,positive,central de reservas,junho,2019
3644,"Ficamos um fim-de-semana numa das villas a frente da piscina e foi uma experiencia fantastica. A villa estava muito bem limpa e era muito agradavel, as camas muito confortaveis. A herdade e linda e proporcionou uns passeios maravilhosos. O pequeno-almoco era muito completo. Tivemos tambem a oportunidade de experimentar a comida caseira que servem numa das noites, que adoramos. De realcar a simpatia dos funcionarios que foram sempre muito prestaveis e atenciosos connosco, tornando a estadia ainda melhor.  Para quem procura uma estadia com disponibilidade para levar caes, recomendo vivamente. O meu adorou. Uma experiencia sem nada de negativo a apontar e que pretendo repetir.",3,positive,pessoal e impecavel,abril,2019
3645,"Uma semana muito bem passada, o monte e fantastico, permite-nos sentir o ar alentejano, com serenidade e paz. Espaco de montado enorme para caminhar, conhecer e interagir com os varios amigos que se vao encontrando e descansar a sombra dos sobreiros:) As villas estao muito bem equipadas e a equipa do monte giestal e muito prestavel e sempre com um sorriso. O pequeno almoco e bom e nos tambem usufruimos das refeicoes caseiras que tem disponiveis (ementa variada e com oferta de gastronomia local), comida muito bem confeccionada. A piscina estava muito bem tratada e o pool bar em funcionamento, com sugestoes diarias de pratos e cocktails. O facto de acolherem tao bem os amigos de 4 patas e excelente!!!! Para repetir, sem duvida.",3,positive,famigerada central,marco,2019
3646,"Um empreendimento muito bonito e agradavel. Pessoal do mais simpatico, prestavel e profissional que se pode encontrar.  Um bar de apoio a piscina com bebidas e comida excelentes. Responsavel do Bar muito simpatico e prestavel.  Um local muito agradavel para passar um fimdesemana com a familia.",3,positive,pedidos que fizemos,abril,2019
3647,"Servico muito bom com grande simpatia e hospitalidade. As casas sao grandes e muito confortaveis bem decotadas e muito limpas. Os espacos exteriores muito bonitos com uma boa piscina, tem tambem uma piscina exterior. Servicos de refeicao bons e eficientes, bem como servico de spa.",3,positive,confusao,marco,2019
3648,"Ambiente bastante relaxante, staff bastante atencioso. Se tiver de sugerir alguma melhoria seria na limpeza dos utensilios de cozinha  que poderiam estar mais limpos, mas nada de especial e o sofa da sala poderia ser de melhor qualidade, contudo tudo estava bem, a casa bastante bonita e decorada de acordo com o ambiente envolvente. A piscina interior e com certeza uma mais valia para os dias menos quentes. o staff do pool bar bastante simpatico e serve uns Gins de frutos vermelhos, maravilhosos.  Foi o 8o aniversario do meu filho e o staff teve o cuidado de preparar um bolo caseiro, maravilhoso.  Para ir buscar comida, deve pesquisar pois nao ha muita escolha e o mais proximo que conseguimos ficava a cerca de 15 minutos de distancia, mas com comida bastante saborosa, como se",3,positive,lhes sao feitos,marco,2019
3649,"Localizado no Litoral Alentejano, no concelho de Santiago do Cacem na freguesia de Abela , o Monte do Giestal e um lugar magico que nos proporciona verdadeiro descanso e nos enche o coracao de momentos inesqueciveis e felizes. Somos desde logo recebidos calorosamente com toda a simpatia e sorrisos do staff espetacular, sempre disponivel para ajudar-nos em qualquer coisa que necessitemos e que nos encaminham para as pitorescas casinhas do monte alentejana, muito bem equipadas, confortaveis, limpas e asseadas.  A parti daqui, e so desfrutar de todas as comodidades, do deslumbrante espaco envolvente, refrescarmo-nos na piscina  ( existe uma para os mais pequeninos), fazer caminhadas tranquilas pela natureza, a pe ou de bicicleta, cumprimentar  as amorosas burras Bolota e Giesta que",3,negative,pedidos que lhes,janeiro,2019
3650,"O empreendimento e constituido por casinhas individuais muito acolhedoras. Os T2 tem 2 WCs completos, o que e uma mais valia. Grande area exterior para desfrutar da natureza e animais. Pequeno almoco algo limitado, mas e compensado pela qualidade e simpatia.",3,positive,instalacoes sao,novembro,2018
3651,"Tao bom que parece mentira. Staff espetacular, muito simpatico e sempre disponivel para ajudar. Tudo muito limpo e asseado. Um sitio ideal para relaxar e repor energias. Ambiente muito simpatico e agradavel. As refeicoes sao muito boas e a precos acessiveis.",3,positive,sao feitos,setembro,2018
3652,"A calma do monte alentejano, a simpatia de todo o staff, o espaco envolvente que deslumbra, sao razoes suficientes para trazer memorias de uns dias em familia maravilhosos. Atividades variadas (piscina, tenis, caminhada, bilhar), do agrado de todos.",3,positive,respeitam os pedidos,janeiro,2018
3653,"A casa T2 onde ficamos alojados e muito acolhedora. O local e muito sossegado e o facto de ter animais e espetacular para experiencias que ficam para sempre na memoria das criancas. Tem 2 piscinas fantasticas. Existe cuidado com a manutencao do espaco exterior. Fomos recebidos com muita simpatia e durante toda a estadia nunca nos faltou nada pois facilmente contactavamos por WhatsApp . Adoramos todas as refeicoes que nos entregaram numa cesta a porta. As criancas pedem para voltarmos e tenho a certeza que voltaremos. O Badoka Park, a Distilaria Black Pig Gin ficam a poucos km s, o moinho da Quintinha, o Museu da Agricultura de Abela... Estes foram apenas 4 dos locais que visitamos... Foram umas das nossas melhores ferias onde nos divertimos e descansamos tal como pretendiamos.",3,positive,razoaveis,julho,2018
3654,"Espaco espetacular, com uma envolvencia muito agradavel no montado alentejano, que podemos percorrer a pe. Casinhas muito bem equipadas, com uma limpeza irrepreensivel. Ideal para familias com criancas! Pequeno almoco saboroso. Espaco que permite uma estadia covid safe. Mas o melhor, e a excelencia do atendimento por parte do staff! Muito atenciosos, sentimo-nos em casa  altamente recomendavel !",3,positive,chao de madeira,junho,2018
3655,"O Staff, o monte, a piscina, o pao do pequeno almoco, o bolo de aniversario, tudo 5 estrelas. Os miudos adoraram e nao se vao esquecer desta experiencia. Voces sao incriveis em tudo o que fazem  vamos voltar em breve. Obrigada",3,positive,madeira tinha,julho,2017
3656,"A estadia foi maravilhosa. O staff e simplesmente 5estrelas, muito atencioso em todos os minutoa da estadia. Fizemos questao de pedir os jantares e almocos na casa que vem num cestinho muito simpatico. O pequeno almoco e delicioso,especialmente aqueles croissants e o sumo de laranja natural. A piscina nao teve muita afluencia, houve sempre cuidado ate pelos outros hospedes a nao estar a ser muito tempo usada pelas criancas. O percursos pedestre de 1,5km e muito agradavel para ver a paisagem e as ovelhas num contacto mais proximo. Mesmo com uma crianca com apenas 2,5 anos foi bastante divertido. As burras sao animais muito doceis, adoraram estar perto do meu filho enquanto davamos a comida. Para voltar sem duvida. Muito obrigada.",3,positive,tinha,junho,2018
3657,"Em tempos de pandemia, procuravamos um local tranquilo, com todas as comodidades para receber uma pequena reuniao de amigas que queriam fazer uma despedida de solteira. Escolhemos este espaco, ficamos numa casinha linda e foi incrivel, especialmente o carinho com que fomos tratadas desde o primeiro momento. Recomendo vivamente, seja para um grupo de amigos, para casais ou para eventos. E aproveitem para fazer um piquenique!",3,positive,madeira,junho,2018
3658,"Fomos passar de sexta a segunda feira com mais 3 casais, e foi tudo excelente. As casas tem tudo o que e necessario para as proprias pessoas nao terem desculpas para nao deixarem as coisas impecaveis, e mesmo o que nao houver e so solicitar que de certeza que vao tentar solucionar. As piscinas bastantes agradaveis, o pequeno almoco com muita qualidade (hoje em dia com isto da pandemia, ja nao existe aquela coisa de comida exposta, mas e so pedir). Bicicletas disponiveis para passear, passear a pe tambem e possivel e bastante agradavel.  Quanto a equipa, e de dar os mais sinceros parabens, uma equipa de pessoas bastante jovens, todas de uma simpatia espectacular, e sempre bastante discretas mas sempre com tudo a funcionar na perfeicao...muitos parabens   P.s. - gostamos tanto e",3,positive,chao,maio,2018
3659,"Equipa muito simpatica e profissional.  Casas muitos confortaveis e acolhedoras, excelentes para familias. Fomos com o nosso cao que foi muito bem recebido. Um dos aspetos que para nos e muito importante. Refeicoes entregues em casa para nossa comodidade e muito bem servidas. Recomendo!",3,positive,nao,marco,2018
3660,"Boa com muito profissionalismo e afecto .  Sempre atentos ao pedidos que solicitamos .  Bom espaco para animais de estimacao.  Piscina interior muito agradavel e limpa .  Espacos exteriores, como o relvado bem tratado .",3,positive,lomba,fevereiro,2018
3661,"Excelente! O sitio, o staff, a limpeza, o sossego, as condicoes, a comida, o espaco, os animais... Ideal para uma fuga a dois, em familia ou com amigos. Sem duvida a repetir! Nada como o Monte do Giestal para recarregar energias.",3,positive,cor esbranquicada,fevereiro,2018
3662,"Nada a apontar. Simpatia, sempre prestaveis. Otimo ambiente, acolhedor, familiar, disponiveis. Recomendo para todos, familias ou so casais. Higiene mada a apontar, circuito e comunicacao potenciados minimizando contatos.",3,positive,mau aspeto,dezembro,2017
3663,"Experiencia excelente, ambiente muito calmo, funcionarios muito acolhedores e prestaveis, p.almoco sempre a hora programda, refeicao de bochecha de porco preto divinal. Recomendo para quem procura um local perto da natureza e calmo para passar tempo de qualidade com a familia",3,positive,tinha uma cor,dezembro,2017
3664,"A estadia no monte do giestal foi maravilhosa. As vilas sao muito confortaveis, o pequeno-almoco e bom, o espaco envolvente e muito bonito! As refeicoes podem ser entregues nas vilas o que e bastante comodo para quem fica hospedado com criancas! Experiencia a repetir!",3,positive,turismo em Portugal,outubro,2017
3665,"Ficamos 5 noites numa casa de 2 quartos, que encontramos espacosa e confortavel, sem luxos. Lencois e toalhas de qualidade, boas janelas, cozinha bem equipada, casas de banho com algumas falhas - escoamento dos duches e dispensadores de sabonete deficientes. Dois dos tres candeeiros das mesas de cabeceira nao funcionavam e estavam em risco de curto-circuito.  A temperatura estava adequada apesar do frio la fora, gracas ao ar condicionado em todas as divisoes excepto casas de banho, que estavam bastante frias. A possibilidade de acender a lareira foi uma surpresa agradavel nesta estadia de Inverno!  Tem louca para fazermos as nossas refeicoes em casa com conforto, que foi a nossa opcao ao jantar mediante a encomenda para entrega em casa sugerida pela gestao do Monte. Notamos a",3,positive,tinha um mau,outubro,2017
3666,"Excelente combinacao entre a natureza,servicos de hotelaria e Spa e a privacidade de uma casa com todo o conforto.  Obrigada a toda a equipa que tornaram esta estadia inesquecivel :)  D. Esperanca Obrigada pela partilha da receita do seu magnifico bolo de batata doce :)  Ate breve...",3,positive,devidamente arranjado,outubro,2017
3667,"Estive no Monte do Giestal um fim de semana em familia (5 adultos e 5 criancas) para festejar os meus 40 anos. Foi perfeito, tudo! Casas optimas, muito bem equipadas e confortaveis.  Espaco exterior amplo, cuidado e com bastante espaco para passear a pe ou de bicicleta. Piscina e jogos para as criancas ao ar livre. Pequeno almoco muito bom e almoco entregue por restaurante tambem bom e a preco acessivel. O melhor de tudo: a simpatia das funcionarias, achei que ja nao havia disto. Sempre atentas as necessidades do grupo. Imensa paciencia com as criancas ao pequeno almoco, disponiveis a qualquer hora para o que fosse preciso. Ate me fizeram um bolo de anos surpresa. Recomendo 100% para passar uns dias longe da cidade.",3,positive,Portugal,setembro,2017
3668,"Espaco muito cuidado. Pessoal extremamente simpatico e profissional. Casas muito bem equipadas (maquina de cafe e de louca, por exemplo). Hipotese de levar caes. Excelente pequeno almoco. Excelentes hipoteses para jantar entregue nas casas a precos muito aceitaveis. Hipotese de piscina interior, massagens, passeios pela herdade... voltava ja",3,positive,nao dava,agosto,2017
3669,"Viajamos em familia, com filhos pequenos e sentimos muito conforto. Toda a equipa foi extremamente simpatica e atendenciosa (muito acima da media). Muitas opcoes de entrega em casa e medidas de isolamento muito bem planeadas (importante nesta altura de pandemia). Sentimo-nos muito seguros sempre. Parabens! Queremos voltar.",3,positive,moveis o chao,agosto,2017
3670,"E mesmo como o titulo indica; Um oasis de tranquilidade. Perdido no meio dos montes, rodeado de sobreiros e onde o unico ruido existente e o das ovelhas a pastar, este local e o indicado para passar uns dias de puro descanso. As casas sao acolhedoras, com dois quartos, cozinha equipada e a bela da lareira para ajudar nos fins de dias ja mais frescos.  Tem igualmente piscina exterior e interior (era com hidromassagem), spa, servico de massagens e campo de tenis. O pequeno almoco e servido no bar (que tem igualmente refeicoes ligeiras) ou entao pode ser servido directamente na casa. Almocos e jantares podem ser encomendados e vem ter directamente a habitacao. Solucao ideal, ja que o Monte nao tem restaurante, e que permite nao ter que sair do local. Recomendo igualmente os",3,positive,lomba no chao,julho,2017
