0,1,2,3,4,5
3071,"Minha esposa e eu estavamos em Portugal durante varias semanas em Fevereiro passado e decidiu a vista magnifica cidade de Evora. Em parte como resultado da leitura uma excelente revisao da ADC em um livro do Rick Steves, decidimos em varias noites no hotel. Nos nao ficamos desapontados - os funcionarios sao simpaticos e prestativos, os quartos sao limpos e bem decorados, e o parque de estacionamento e bom, que e um bonus dado que a propriedade esta no interior das muralhas da cidade velha. O vidro acolhedora de vinho nao e dolorosa. a localizacao e excelente - a uma curta distancia do centro da cidade e muitos locais historicos. O melhor servico ao cliente que tivemos em um longo tempo. Uma copia de Rick Steves Portugal livro ira fazer-te um upgrade.",56,positive,julho,2020
3072,O exterior e os quartos sao bonitos e confortaveis. O Estacionamento esta disponivel gratuitamente e eles vao mesmo estacionar o seu carro na garagem. Toda a equipe e fluente em ingles e extremamente simpatica e prestativa. O unico aspecto negativo que eu poderia vir para cima com e que voce nao vai conseguir para praticar o seu portugues ou as suas capacidades de estacionamento aqui.,56,positive,julho,2020
3073,Quarto e banheiro grande. Limpo. Seleccao de pequeno-almoco. Os assados sao tentadora. Hotel parece ser composta por estudantes da universidade bem treinados no servico de atendimento ao cliente. A equipe e cortes e atenciosa e bem informada.,56,positive,junho,2020
3074,"Ficamos aqui por 2 noites no 14th fev de 2014 e foram extremamente impressionado com quao caloroso e acolhedor e profissional da equipe foram. Michelle foi incrivel e catalas iam acima e alem de garantir que a nossa visita a Evora foi otima. Chegamos no fim da tarde no dia dos Namorados e Michelle tentei ligar para 4 restaurantes diferentes em nosso nome para reservar uma mesa. No final, decidimos ficar no hotel e desfrute de tapas na acolhedora area de salao do hotel. A comida e vinhos foi excelente! O melhor ainda estava para vir de manha com o fabuloso buffet de pequeno-almoco. Nunca em minha vida tenho tido uma fabulosa seleccao de produtos frescos e organicos alimentos para o pequeno-almoco. A torrada francesa foi tambem morrer! Melhor do que a rabanada que eu tinha em",56,positive,junho,2020
3075,"Muito bem localizado, o estacionamento no interior do hotel. Os funcionarios muito gentis e repleta de bons conselhos. Quarto era GRANDE. O ambiente nao, fazem com que voce se sinta como gosta mais do hotel com uma boa garrafa de vinho branco do Alentejo, na area was wonderful ou no interior onde voce encontrara algum sofa descontraido. O Pequeno-almoco era muito bom, nota especial para o suco fresco squizzed Clementine e o organico ovos poche.",56,positive,setembro,2020
3076,Este e um daqueles lugares que voce odeie a sair. Os funcionarios sao muito genuina sobre que desejam que se sinta confortavel e bem-vindo. Tivemos excelentes passeios na area por dia gracas a recomendacao da equipe e recomendacoes maravilhosas de restaurante para a noite. A Nossa estadia foi perfeita. Obrigado Albergaria do Calvario para fazer o tempo em Evora uma experiencia hospitaleira. Estaremos de volta.,56,positive,julho,2020
3077,"Nos amamos este hotel a partir do momento em que fomos recebidos pelo super-simpatica equipe de funcionarios com vinho para nos e chocolate quente para o nosso filho. David em particular (que e a American ) fez a nossa estadia tao agradavel. O quarto era confortavel cama perfeito nice e impecaveis banheiro grande e nos fomos capazes de obter um quarto com uma porta e pequena sala anexa para o nosso filho. Nao havia estacionamento e, como era perto das muralhas da cidade que foi muito facil, e para visitar atraccoes nas proximidades. A experiencia me senti muito pessoal e e o melhor hotel que eu ja fiquei na medida do servico ao cliente tudo em um lindo edificio- boa para ficar e pendure-se no hotel -jogos e um bar com menu de refeicoes leves. Ah, e um soberbo pequeno-almoco!",56,positive,julho,2020
3078,"Uau que um lugar especial Albergaria do Calvario. Foi como ser bem recebido em casa. A comida, tapas em qualquer altura, ou cafe-da-manha,era tudo organico, localmente e preparado e realmente deu-lhe o gosto do Alentejo. se Sentindo mal uma noite, pedi para mel e limao e em segundos, uma panela rustled foi adoravel e trouxe para o nosso quarto. Todo o hotel recomenda-se excelentes restaurantes, e diferente. A nossa viagem para os monumentos Neoliticos foi realmente bom, Mario ser cheio de informacoes e paixao sobre o seu objecto e sobre Portugal. Big espacosos sofas, uma ecletica biblioteca, DVDs, jogos, boa iluminacao, bar aberto todos noite ....... Brilhante. Estavamos em um quarto classico padrao, mal posso esperar para voltar e upgrade!",56,positive,junho,2020
3079,"Muito ruim foi apenas uma noite. A equipe foi extremamente amigavel. Eu recomendo e voltar. Nao era luxo, mas muito aconchegante. Eles tem estacionamento interno e boas dicas de Evora e ao redor. Eu ja mudou a minha viagem Obidos sex para Evora e foi uma boa escolha.",56,positive,junho,2020
3080,"Nos ficamos aqui no dia dos Namorados que foi o primeiro dia de nossa 10 dia de viagem a Portugal. Isto tem de ser um dos melhores hoteis em que ja se hospedaram no. A partir do momento em que chegamos, fomos feitos para se sentir bem-vindo, com um copo de vinho e uma corrida para baixo sobre a area, incluindo possiveis lugares para comer. Tendo apanhado um voo de Londres, que estavamos com fome, entao eles telefonei para um restaurante e nos levou para um almoco tardio - perfeito! Tinhamos reservado a Suite 3, que tinha uma cama enorme e uma pequena sala de estar separada. Havia uma garrafa de agua na geladeira. O Pequeno-almoco e incrivel, com todos os ingredientes organicos. Tivemos uma bebida no bar a noite, o ambiente e muito calmo e acolhedor, com uma biblioteca bem",56,positive,setembro,2020
3081,"que fazer tudo possivel (legalmente, suponho) para tornar a sua estadia otima. Essas pessoas tem servico de atendimento ao cliente o Ritz anseia. O Pequeno-almoco, melhor e impossivel. Alta qualidade frutas, doces, tortas, cereais, carnes, queijos E eles vao fazer com que omeletes, ovos qualquer estilo, panquecas ... quem sabe o que mais. Quarto confortavel, grande, banheiro, frigobar. Cama muito confortavel. Estacionamento incluido e hotel bem localizado. Tapas, saladas, sopas, sanduiches e nice bar se nao quiser sair para jantar. O que nao e amor? Ok, nao o lugar menos caro, mas vale bem o preco se voce e rico ou e folgado.",56,positive,julho,2020
3082,"Este e realmente um grande encontrar ... merece todos os comentarios brilhantes. Nos ficamos aqui por duas noites e estamos imediatamente sentem-se bem-vindos ... dado um copo de vinho enquanto eles explicaram tudo sobre a area. Reservamos um quarto premium que foi um bom tamanho, com uma varanda ... uma pena sobre o tempo. A cama era extremamente confortavel com lencois brancos. O Pequeno-almoco foi um deleite absoluto com todos os produtos sendo biologicos e abundante ... cafe da manha, bem como bolos caseiros e a habitual. Cada membro individual da equipe saiu de forma escreverem seus para nos fazer sentir bem-vindo ... fique aqui e voce nao vai se decepcionar.",56,positive,julho,2020
3083,"Muito bom lugar para estadia em Evora. No interior da parede da cidade, com tudo a uma curta distancia. Os melhores restaurantes de Evora estao em 1 minutos a pe do hotel. Tivemos uma chaise lounge grande perto da cama grande o suficiente para uma soneca. Pequeno-almoco muito local, com produtos organicos e biologicos -, tudo muito saboroso. A equipe e muito agradavel e prestativo. Agradecimentos a funcionaria Iolanda e gratuito. Se voce veio para Evora esta e se voce precisa de permanecer.",56,positive,junho,2020
3084,"Apenas a tentar. Tudo e uma boa surpresa. Apenas para evitar qualquer parecer subjectiv, gostaria de dizer que os quartos podem ser mais moderno. Mas, acreditem, depois a sua estadia, nao vai ser o que voce lembre-se.  Servico e overnice.  Muito confortavel, excelente Hotel, boa localizacao!",56,positive,junho,2020
3085,"Que foi uma viagem maravilhosa! Muito central, na cidade velha, garagem, o mais adoravel servico que tinha em Portugal, soberbo edificio (antigo convento), muito bom feiras, actualizar, adoravel camas, moveis e decoracao (local, mas moderno e artesanato), e o melhor pequeno-almoco sempre!!!! Nos amamos e vai voltar!",56,positive,setembro,2020
3086,Ficamos em Albergaria do Calvario. a partir do 4 ao 6 de Janeiro e devo dizer que foi A localizacao do hotel. Nos fomos com os nossos dois caes e eles organizam tudo para nos para se sentir como se estivessemos em casa. Tudo foi excelente e especialmente a equipe. Vamos voltar!!.  Esqueci-me o soberbo pequeno-almoco e o gin e tonic eles preparados-nos todas as noites!!.,56,positive,julho,2020
3087,"Como muitos outros usuarios, queriamos que poderia ter ficado mais tempo. da Proxima vez eu vou ignorar Lisboa e base-me em Evora. Ha muito para ver e fazer, mas eu nao vou dizer-lhe mais sobre este lugar como eu nao quer superacao. Mas para fazer os proprietarios e funcionarios justica, suficiente para permanecer neste local e excelente.",56,positive,julho,2020
3088,"De longe uma das melhores experiencias de nossas tres semana viagem em todo Portugal. eu estava sob o clima, quando eu e meu marido chegou. Nos fomos escoltados por algumas freiras porque estavamos tao completamente perdido, o proprietario e a equipe tratou-nos como velhos amigos tinha chegado,catalas iam acima e para alem de qualquer servico ao cliente que ja experimentei. A comida era excepcional,encantadores quartos tranquilos e a curta distancia de quase todos os sites a mais do que a equipe capacitada recomenda-se sem qualquer pressao. Eu poderia ter ficado muito mais do que alguns dias e queria chorar quando a esquerda. O meu conselho ... Plano de permanecer mais tempo !",56,positive,junho,2020
3089,"A Nossa estadia na Albergaria do Calvario. foi a melhor de todas as nossas estadias em Portugal. Ainda ficamos uma noite extra! Caiu no amor com Evora, a area e as pessoas! A partir do momento em que entramos em uma tarde quente de Agosto com limonada fresca espremidas nos aguardam, ate o momento em que a esquerda, nos sentimos atendidos! A equipe foi verdadeiramente incrivel, amigavel, util e realmente cuidar sobre a nossa estadia em Evora. A unica coisa comum entre a equipe e que voce sabe que eles absolutamente querer agradar os hospedes! A equipe atende a todas as suas necessidades! Albergaria do Calvario esta situado no interior das muralhas da cidade de cidade. Tem belas areas comuns e um maravilhoso cafe da manha! Eles contam com produtos organicos cultivados localmente.",56,positive,junho,2020
3090,"Meu marido e eu recentemente nos hospedamos no Albergaria do Calvario em nossa lua de mel. O unico arrependimento e que nos nao ficar mais tempo! A equipe foi extremamente simpatica e prestativa, o hotel belamente decorados, e a comida e absolutamente delicioso. Evora e uma viagem facil de fazer de Lisboa, e e definitivamente vale a pena. Tivemos algumas das melhores refeicoes da nossa viagem nesta cidade, e estamos definitivamente planejando voltar em nossa proxima viagem a Portugal!",56,positive,setembro,2020
3091,"Chegamos perto do fim de um 2-semana viagem ao redor da metade sul de Portugal. O tempo tinha sido principalmente horrivel (tempestades do Atlantico tarde 2013) e continuou a ser horrivel para o dia e noite, estavamos em Evora. Teremos foi para a cidade antes, entao sabia o que esperar das ruas e o centro da cidade.  Felizmente o hotel e apenas dentro das muralhas da cidade (as ruas em Evora sao apertados ate mesmo padroes portugueses) e tem o seu proprio parque de estacionamento. A simpatica equipa ira estacionar o carro para voce (a garagem e apertado).  Eles fazem tao bem-vindo pode esquecer o inferno de uma viagem que ja tinha. Eles fizeram-nos um pouco de comida saborosa tapas e eles tem um pequeno bar decente. Ha areas de estar bem abastecido com jogos e livros de todos os",56,positive,julho,2020
3092,"Viemos aqui na nossa lua sobre a recomendacao de sogra, a localizacao e fantastica, o pequeno-almoco e de morrer, todos os funcionarios sao extremamente simpaticos e prestativos. Adoravel relaxante nas areas comuns, com uma atmosfera encantadora.",56,positive,julho,2020
3093,"Tivemos dois quartos durante a nossa recente visita--uma suite e um quarto standard. Ambos foram bem organizado e confortavel. A suite inclui uma sala de estar separada que era confortavel e atraente. O hotel esta localizado perto das muralhas da cidade, que encontramos foi tao facil de encontrar. Tem a sua propria garagem, o que e uma vantagem extraordinaria. Os quartos comuns, incluindo o bar, sala de pequeno-almoco e biblioteca sao particularmente adoravel. Existem muitos livros sobre a mesa de cafe disponivel para leitura e emprestimo. Nos pensamos que este seria uma base fantastica para viajar neste bairro interessante, que inclui muitos restos pre-historicos, bem como os locais de Evora. Servico e excelente e extremamente atencioso. Altamente recomendado.",56,positive,junho,2020
3094,"Este B&B e um dos melhores que ja fiquei em muitos anos de viagem internacional! Certifique-se de reservar directamente atraves do site e observe as vantagens publicado. Os proprietarios e funcionarios sao altamente empenhados para garantir que cada hospede e recebido e todas as necessidades sao satisfeitas. O lugar e simplesmente adoravel em decoracao e tao aconchegante em suas areas de descanso centrais. Nos amamos a pe para os locais e voltar para meados de tarde para pedir um copo de vinho ou uma bebida quente e de produtos frescos de padaria. Os proprietarios desenvolveu um guia maravilhoso para todos os tipos de actividades em Evora e a paisagem circundante. A comida e excepcional, quer seja pequeno-almoco ou refeicoes leves a noite.",56,positive,junho,2020
3095,"Este hotel tinha uma das equipes mais uteis e amigaveis que ja encontrei. Eles passaram todo o tempo que for necessario para ajudar a preparar para chegar onde queriamos ir.  O quarto foi muito adequado, com uma grande variedade de alimentos de pequeno-almoco.  A caminhada ate a parte principal de Evora e cerca de cinco minutos ou assim.  Os restaurantes recomendados foram excelentes.  O hotel fica a cerca de 100 metros da principal rua perto de uma das portas da muralha da cidade.",56,positive,setembro,2020
3096,"Esta sera a minha quarta vez hospedado aqui para uma noite no nosso caminho a partir do Algarve para o Reino Unido - adoramos e estamos ansiosos para a nossa parada aqui. E modesto, mas maravilhosamente decorados com pequenos toques de design. Ele tem um grande patio para refeicoes ao ar livre e os cafes da manha sao fantasticas com lotes de produtos confeccionados com produtos locais e saudavel toques organicos. Tudo isso e bom, mas o que torna este hotel tao especial e sua equipe maravilhosa. Tao simpatica e prestativa e agora que eu ja fiquei alguns livros eu sou recebido como um amigo voltar. Este foi realmente um grande encontrar e eu o recomendo.",56,positive,julho,2020
3097,"Ora, isto e como administrar um hotel. Imagine que voce fez em um hotel e e atribuido uma pessoa cujo unico objectivo era o de fazer as suas experiencias em Evora e no hotel, e o melhor que pode ser. Esta e a forma como ele e sentida por nos. Mais adiante, Quando discutimos a nossa experiencia com um dos funcionarios pessoas, eu disse que era como os proprietarios deram autorizacao para sua equipe a experiencia que os clientes atraves dos seus coracoes. Eles realmente queriam que nos para ser feliz. Nao foi anti-septico ou corporativas. O seu sentido de cuidar era genuino. Os quartos sao enormes e a cama ... ah, as camas ... vamos dizer assim, tanto que dormi 10 horas em frente todos os tres noites que ficamos la. E o pequeno-almoco gratis ... ah, o pequeno-almoco gratuito ... e",56,positive,julho,2020
3098,"Este hotel foi muito confortavel. Os quartos eram bons com cabeceiras bastante obtidas por para as camas. Nos nos sentamos no salao a noite em que tinham jogos e livros sobre Portugal para os hospedes (gratuitos), bem como muito boa musica. A equipe foi uma verdadeira e util. A area externa foi adoravel para se sentar com um copo de vinho. Eu gostei da seguranca do parque de estacionamento subterraneo. Gostei muito deste lugar, muito bem concebido e limpo. Gostaria definitivamente estadia novamente!",56,positive,junho,2020
3099,"Planejando nossa viagem a Portugal, onde foram hesitantes para comecar ate ler sobre Evora em geral e a Albergaria do calvario hotel em particular.servico deste hotel e algo realmente notavel. o quarto com varanda era espacoso. o pequeno-almoco algo para recordar, mas acima de tudo e o servico prestado por cada um da equipe equipe.qualquer pergunta qualquer ideia qualquer recomendacao foi dado muito prazer e profissionalmente.experimente e voce nao vai se arrepender.e um agente de viagens eu recomendo para meus clientes. O Belo local de boutique.acolhedor e amigavel e mais convidativo que voltar!!! A Ilana Goldberg pela versao do e Ovadia Cohen",56,positive,junho,2020
3100,"Este hotel nao foi o hotel mais fino que se hospedaram no durante as nossas duas semanas ferias em Portugal, mas o servico me surpreendeu todos os outros. Quando chegamos ao hotel, fomos recebidos com uma bebida gratuita. Meu marido tinha uma cerveja local e eu tinha juiced macas frescas. Para a primeira noite, fomos transferidos para um quarto com varanda e eles foram uteis em colocar tudo transferidos para outro quarto a segunda noite. Nos fomos cobrados para o upgrade, mas disse o livro do Rick Steve actualizacoes foram sem qualquer custo se disponivel.  O Pequeno-almoco e pena ficar aqui! E o melhor pequeno-almoco que tinha em um hotel. Tudo e fresco, local, caseiros e delicioso! Voce pode escolher entre o buffet de pequeno-almoco ou para um extenso menu. Nos sentamos la",56,positive,setembro,2020
3101,"Ficamos no final de Outubro como parte de nossa lua de mel.  Servico muito atencioso, otimas recomendacoes, pequenos cantos e recantos maravilhosos no hotel para casais para ler/escrever um e-mail/.  Grande wifi todo. O Excelente pequeno-almoco servido pelos proprietarios!",56,positive,julho,2020
3102,"Otimo servico. Eles nao foram tao ocupado nos mudaram de Quarto 19, com uma pequena varanda privada. Quarto espacoso com cama muito confortavel que e norte-americano tamanho adequado de king ( na Europa King pode significar qualquer coisa de 5 metros a 6,5 metros. ).  Cafe da manha fantastico, excelentes snacks e um bom bar. Os precos dos alimentos sao muito competitivos, mas depois do pequeno-almoco o almoco e uma extensao. Uma base fantastica.",56,positive,julho,2020
3103,"Passamos 14 noites em Portugal, viajando para todas as regioes do pais. se tiver iniciado em 1600 km. Esta foi a melhor experiencia em todo o pais. Tudo comecou quando estacionamos o carro na garagem subterranea. Fomos recebidos pelas proprietress e perguntou se nos gostaria de uma bebida. Optamos por vinho e espera-se uma factura, mas nenhum estava proxima. Em seguida, o proprietario veio e nos ouvimos falar ingles americano pela primeira vez em dez dias. Pedro foi maravilhoso com quem conversar e nos fez sentir bem-vindo. A melhor coisa acerca do hotel e a parte de toda equipe que paixao para os hospedes acolhedores. Nos sentida como nos os hospedes na sua casa, nao um hotel. O Pequeno-almoco foi incrivel tambem. Gostariamos de ter tido mais dias.",56,positive,junho,2020
3104,"Este maravilhoso hotel oferece um refugio relaxante entre as muitas atracoes turisticas de Evora. E acolhedor e elegante, mas o que eu gostei especialmente e a variedade de servicos que eles oferecem e a amabilidade do concierge. Eles dao-lhe conselhos sobre como fazer o seu sta em Evora verdadeiramente memoravel.",56,positive,junho,2020
3105,"Passamos uma noite aqui como parte de um 10 dia de viagem por todo Portugal. Um hotel boutique com decoracao de bom gosto em madeira escura. Na chegada, fomos recebidos com uma seleccao de bebidas refrescantes. O nosso carro foi estacionado pelo pessoal muito prestativo no proprio parque de estacionamento subterraneo do hotel. O quarto foi bom o suficiente, eu tenho a certeza se o tivessemos ficado mais de uma noite, ele poderia ter ficado um maior.  Mas o que isso, alem de outros hoteis foi o nivel de servico e qualidade do pequeno-almoco. Seja qual for o especiais voce ou qualquer que seja o sabor que voce tem, voce vai encontrar algo para o pequeno-almoco aqui. Diferentes tipos de sucos frescos, diferentes tipos de carne, queijo, pao, bolos caseiros, mesmo diferentes tipos de",56,positive,setembro,2020
3106,"Eu nao posso dizer o suficiente sobre as acomodacoes encantadoras, os soberbos e o cafe-da-manha quente, equipe informativo e simpatica a este pequeno hotel. Tudo estava otimo e eles realmente sair de seu caminho para tornar a sua estadia seja um verdadeiro deleite.",56,positive,julho,2020
3107,"Ficamos em Albergaria do Calvario para uma noite no nosso roadtrip embora Portugal. O hotel dispoe de uma garagem subterranea que e muito conveniente se voce viajar de carro. A equipe fala ingles muito bem e foi muito simpatica e prestativa. O pequeno-almoco e provavelmente o melhor que voce vai ter em Portugal. Os proprietarios estao empenhados em comida honesta e organica, para o pequeno-almoco de buffet foi incrivel. Ao lado do buffet pode tambem pedir ovos, panquecas etc. incluido no preco. O nosso quarto era limpo e espacoso - nos tivemos o quarto standard.",56,positive,julho,2020
3108,"Meu marido e I se hospedaram la recentemente por tres noites ( Novembro 2013).  Desejo que tinha sido mais! Situado na cidade murada, era perfeitamente localizado. A equipe foi muito simpatica e atenciosa. O ambiente nao foi muito especial tambem. Foi descontraido e convidativo. O cafe-da-manha foram great como eram os tapas que podera ficar no bar. Era definitivamente um lugar para voltar tambem!!!",56,positive,junho,2020
3109,"A partir do momento em que chegou ate nos dirigimos a hospitalidade dos funcionarios e os proprietarios foi incrivelmente simpaticos e prestativos. A comida era muito bom se foi o pequeno-almoco, tapas no bar ou jantar. Os proprietarios servido o pequeno-almoco e tomou o tempo para conhecer todos os hospedes.",56,positive,junho,2020
3110,"Se voce esta acostumado a pagar mais de US$ 500 uma noite de alojamento, entao voce pode nao ficar impressionado com este hotel, mas para o resto de nos, isto e algo especial. A partir do momento em que o limiar deste hotel, voce sera tratado como se fosse a pessoa mais importante no mundo e voce deve se sentir como se voce tem uma equipe inteira aguardando o seu beck e chamada. Belas areas comuns, quartos espacosos e confortaveis, acesso Wi-Fi gratuito, um lindo cafe da manha a lista continua. De uma chance que voce nao vai se decepcionar.",56,positive,setembro,2020
3111,"Excelente localizacao. Staff muito Agradavel. A minha esposa classificado com o pequeno-almoco com bolos caseiros, doces e produtos locais, o melhor que ela jamais teve. Nao posso recomendar mais altamente. O anfitriao encantador, util e informativo.",56,positive,julho,2020
3112,"Eu e Meu marido ficamos aqui com nossos 2 criancas, com idades entre 5 e 7. Nos imediatamente nos ajudou com o nosso carro e o servico ficou melhor. A equipe nao poderia ter sido mais gentil e prestativa. A decoracao e linda, linda, realmente - mas tambem muito confortavel, muito home-y. A localizacao e perfeita para explorar Evora e o pequeno-almoco incluido e absolutamente fantastico. Cama era confortavel, o banheiro era grande e eles foram totalmente acolhedor para as criancas. A minha unica queixa era que nao podiamos ficar mais tempo!",56,positive,julho,2020
3113,"O lugar perfeito para desfrutar da vida. Todos os aspectos voltados para o conforto e prazer dos hospedes. A equipe parece ter o prazer de agradar seus hospedes. Os quartos sao amplos, vamos manter-se e muito convidativo. Nos apreciamos as areas comuns, onde os estranhos se reuniram e amizades foram feitas. O pequeno-almoco, uau, foi excelente.",56,positive,junho,2020
3114,"Este encantador hotel foi em uma localizacao perfeita dentro das muralhas de Evora, a curta distancia de todos os pontos turisticos, mas tambem facil de utilizar o nosso carro de navegacao portatil, e com estacionamento subterraneo. A equipe do hotel realmente fez a experiencia extremamente pessoal, escritas com recomendacoes para restaurantes locais deliciosos e os pontos turisticos da cidade. Eles recomendaram locais que nao eram emphaized em nosso guia de viagem que acabou por ser alguns dos melhores paragens da viagem. No cafe da manha, o proprietario do Peter sentei com conferir um otimo restaurante e dicas de conducao para a nossa proxima paragem em Sevilha. O quarto foi espacosos e decorados de forma simples mas artisticamente. Houve tambem grandes areas cobertas e",56,positive,junho,2020
3115,"Sem exagero, e verdade que os funcionarios do hotel estao entre as mais genuina e util que tivemos em nossas viagens. Ficamos no hotel por 2 noites e tambem apreciamos os pequenos toques como o vidro acolhedora de vinho, sugestoes e delicioso restaurante, de origem local pequeno-almoco. O hotel oferece sugestoes de livros para as actividades, itinerarios fez a visita a Evora particularmente agradavel. E evidente a partir do momento em que entra no hotel, que ha uma enfase em proporcionar aos hospedes um servico excepcional ao cliente e nos certamente nao ficara desapontado.",56,positive,setembro,2020
3116,"Hoteis sao todos sobre a localizacao e servico. Chegamos la fora e a equipe ofereceu a conduzir o nosso carro no estacionamento subterraneo e pegar a nossa bagagem. A recepcao e cafe-da-manha no quarto a equipe sao sorridentes, educada, inteligente e agradavel. Touring Deu sugestoes. Alem disso, o hotel fornece um mapas e um livro touring local. O Pequeno-almoco e excelente - grande variedade, muito bem apresentados. Nao se esqueca que Evora e bem vale uma visita, especialmente se voce permanecer na Albergaria do Calvario.",56,positive,julho,2020
3117,"para alem de todos os elogios escritos em a ultima comentarios abaixo, com que estou totalmente de acordo, gostaria de acrescentar, na verdade, Nos (meu amigo e I) que gostaria de acrescentar, que a partir do minuto em que entrou nas instalacoes do hotel, com o nosso carro, nos sentimos em casa. um sorridente homem andou em direcao o nosso carro e pedir-nos para ir lentamente para fora do carro, relaxar e sempre que vamos estar prontos para ouvir informacoes que ele vai ser com-nos. Entretanto, ele ira estacionar o nosso carro, levar a nossa bagagem para o nosso quarto, enquanto que descansar e relaxar da nossa unidade com um copo de vinho, ou suco, ou ambos, o que quisermos.  Ate o minuto em que escrever este comentario, sentimos que nos nao poderia ter escolhido uma casa",56,positive,julho,2020
3118,"Meu marido e eu ficamos em Albergaria do Calvario para 4 noites. Tivemos uma estadia incrivel. A equipe nao e apenas util que eles sao realmente delicioso. O hotel em si e linda, o nosso quarto fantastico, o patio encantador. O pequeno-almoco e absolutamente delicioso. Nao ha duvida que eu gostaria de ficar em Albergaria novamente.",56,positive,junho,2020
3119,"Nos ficamos aqui para as tres primeiras noites de nossa duas semanas viagem de Portugal. A partir do momento em que chegamos ate o momento que saimos, fomos bem tratados e atendidos! Fomos recebidos na entrada com um rosto sorridente (Sarah), que levou nossas malas, oferecida a estacionar o nosso carro, e nos fez sentir sempre tao bem-vindo. Apos o longo voo a partir dos EUA, e o carro do aeroporto de Lisboa, foi maravilhoso para deixar todos os detalhes da nossa estadia para esta equipe fantastica. Nos atualizamos para um quarto superior com uma ampla varanda com vista para o bonito terraco (ainda a um preco muito razoavel!).  que bom grado aceitou a oferta de um copo de boas-vindas de vinho, que bebemos na varanda, enquanto nos desenrolar completamente o cabo e apreciamos o",56,positive,junho,2020
3120,"Eu adorei minha estadia. E uma coisa para ler os comentarios e imaginar, e outra experiencia este lugar. O nivel de servico, o calor da equipa e da atencao ao detaill nao pode ser subestimada. O que um lugar feliz e descontraido para ficar. Eu estava quase feliz quando choveu tornando-o a oportunidade perfeita para passar mais tempo a desfrutar do espaco. Recomendo.",56,negative,setembro,2020
3121,Ficamos a nossa segunda vez neste hotel. Quartos agradaveis e areas comuns e renovado em estilo portugues. As camas sao fantasticas. Servico simpatico. Pessima estrutura de shops etc. Pratos leves para almoco e finner. Boa localizacao dentro da muralha da cidade. Um lugar para ficar.,56,positive,julho,2020
3122,"Pegamos o trem de Lisboa, e fiquei em Evora para uma noite no Albergaria do Calvario. Que mimo! Este e um lugar deslumbrante, o nosso quarto foi simplesmente fantastica - muito confortavel e espacoso ... e nos tinhamos uma varanda onde poderiamos sentar e relaxar. O estabelecimento e lindo, lindo plantas, jardins, patio, dentro e fora. Muito relaxante area comum, onde voce tem acesso ao seu computador, bar, livros, jogos, etc.  O pequeno-almoco encontra-se fora deste mundo bom - oh e tao gostoso. Pedro e Nina sabe realmente como chef, produtos assados incriveis! Tivemos um excelente tempo ficar com eles. Evora e uma cidade bonitinha, e era tao divertido de pe em torno das pequenas ruas, ver as ruinas, o mercado, a Universidade e a populacao desta cidade. Foi um pouco $$ mas vale",56,positive,julho,2020
3123,"Tudo era bom sobre este pequeno hotel no interior das muralhas de Evora ... quarto espacoso, excelente localizacao, equipe incrivel ..... nao posso dizer coisas boas o suficiente e voltaria em um hearbeat. Esta e uma area de restaurantes e vinicolas maravilhosas e os nossos anfitrioes ajudou-nos totalmente desfrutar dos 2 dias que passamos em Evora.",56,positive,junho,2020
3124,"Minha esposa e eu escolhi este hotel por viagem Conselheiro e foi tudo escritores tinha dito. Temos sido na estrada para tres semanas da Nova Zelandia e a bem-vindo foi excelente, fora de todas as nossas viagens nunca tivemos essa grande servico! Oferecido uma taca de vinho a chegada e, em seguida, dado um mapa da cidade com um livro especial apontando seus sites favoritos e lugares para comer (em ingles muito bem e preciso acrescentar) Quartos eram grandes, limpos e tranquilos. O Pequeno-almoco foi fantastico e servido em uma aconchegante sala de jantar adoravel com pratos locais em oferta. O intimo bar acolhedor com tapas oferecidas durante a noite, ate as 12h se voce nao quer ir para a cidade para jantar ou chegar um pouco mais tarde - otima oportunidade de conhecer outros",56,positive,junho,2020
3125,"Tudo sobre a Albergaria do Calvario e Republica Sprska. muito simpatica e prestavel pessoal, servico de Greta, bons petiscos (tapas no bar), um maravilhoso cafe-da-manha e uma boa localizacao perto de todos os principais monumentos da cidade velha. A Albergaria corresponde ao charme de Evora",56,positive,setembro,2020
3126,"Este foi um lugar excelente para estadia em Evora. O quarto de hotel era espacoso e bem mobilados, com casa de banho completamente moderno com bons artigos. A cama foi um dos melhores que tivemos em qualquer lugar em Portugal. Tinha um controle muito moderno e eficiente de clima. O WiFi era blazingly rapido e forte em todo o hotel. O restaurante tinha realmente alimentos de alta qualidade, com um olho para a escolha dos ingredientes locais e organicos. Foi tao bom, acabamos por ter um casal de refeicoes, assim como o nosso pequeno-almoco incluido. (Os seus horarios flexiveis sao especialmente util se voce encontrar-se a procura de comida, dizer 3h, em muitos outros locais estao fechados.) O quarto e comida so que ganhar este lugar 5 estrelas, mas o que diferencia-se mais apart e",56,positive,julho,2020
3127,"O meu novo marido e eu amei este oasis doce. Os funcionarios sao extremamente experiente e que acomodam. A comida e deliciosa e de origem local. Nos amamos nosso quarto e a localizacao do hotel. Gostariamos de voltar por outro, visita mais longa.",56,positive,julho,2020
